OTEXE,TDTE3
48,716038
48,0
48,37706.04
48,91526
48,3037.44
48,38873
48,770825
48,431760
48,77527
48,41138
48,1762594.7
48,44814.26
48,165897.27
48,199552.01
48,158638.36
48,25945.43
48,474602
48,680.35
48,113371.5
48,34931
48,111864
48,331546
48,49023.17
48,126231.33
48,14507.68
48,91657.95
48,403126
48,30281.13
48,193573.49
48,106932.66
48,19408.69
48,52761
48,7668.23
48,55278
48,165950
48,103731.12
48,42036
48,23694
48,70187.94
48,56360.95
48,153798.4
48,67193
48,171200
48,97180.13
48,263881.95
48,146278.43
48,1166998.63
48,807492.11
48,135137.92
48,35248
48,94060
48,63630.82
48,46431.31
48,808384
48,297343.05
48,144037
48,126527.05
48,97507.01
48,18220.28
48,80728.53
48,154676.46
48,21298
48,218181
48,111419
48,229472.01
48,301848.8
48,60999.29
48,817078.62
48,109966.66
48,142214
48,105391.41
48,219865.15
48,30130.01
48,138957
48,257028
48,78301.1
48,11156.06
48,87398.23
48,27676.6
48,40834.95
48,5222
48,189790
48,120412.84
48,13856.82
48,248326.49
48,104578.94
48,57974
48,86505.87
48,147393
48,1264142
48,396036
48,91228.38
48,122698
48,100850
48,540369
48,164279
48,144814
48,74397
48,233969.21
48,106081
48,89158.6
48,31209.75
48,90105.82
48,419399.51
48,357975.37
48,393519
48,108627.61
48,711485
48,26924.55
48,309995
48,1186.44
48,25137
48,12425.95
48,104263
48,88340
48,30426
48,77530
48,873
48,66329
48,17092
48,260537
48,370755
48,17535.44
48,17812
48,232429
48,842538
48,393132
48,192655.27
48,364612.77
48,15573.31
48,120762.91
48,335573.74
48,46194.62
48,97124.8
48,145016
48,142762.76
48,334372
48,135999
48,4506
48,122425
48,147
48,78327
48,199589
48,22996.67
48,67475.95
48,203448.37
48,226803.54
48,39755.4
48,129295.04
48,91573.75
48,615046
48,51942.5
48,94759.49
48,180085
48,81666
48,102007.54
48,162631
48,31955
48,1574
48,2541
48,72109
48,54124
48,295577.94
48,61211.53
48,65084
48,179989
48,39121.57
48,35628.76
48,9447.49
48,42374.11
48,139564.47
48,61509.05
48,13249.58
48,84009
48,239558
48,104558
48,46985
48,186664
48,37757.18
48,65707.48
48,361829.97
48,150257.47
48,159480.83
48,1295062
48,41110
48,208779
48,357253.24
48,63421
48,24039.21
48,57774
48,189498.47
48,951
48,46278
48,10279
48,0
48,142411
48,56186.76
48,80271.11
48,49741
48,133546
48,25281
48,198439.98
48,597723
48,338838
48,255264
48,110793.07
48,217042.36
48,11343.84
48,62021.34
48,165150.94
48,289975.2
48,52473.17
48,79031.78
48,181937.43
48,89152.34
48,57662.37
48,213835.04
48,155588.52
48,234366.17
48,4825
48,353141
48,144369
48,68721
48,334234.66
48,266169.6
48,21125
48,76982.88
48,51952.33
48,299939
48,369741.98
48,39507.34
48,23898.26
48,34050.15
48,79480.99
48,96002.64
48,75749
48,41830
48,269306
48,474758.04
48,10074
48,42102
48,57936
48,168612
48,285825
48,17529
48,76984
48,61792.55
48,31609.8
48,9578.6
48,20131
48,155111.02
48,33854
48,284542.15
48,41940
48,658842.14
48,771801.16
48,143125.23
48,49318.68
48,377112
48,614012
48,135845.88
48,77477.07
48,127886.89
48,92105
48,460390
48,61744.34
48,172100
48,138654
48,72473
48,120552.66
48,156067
48,92652
48,55024.46
48,16039.09
48,2453
48,54596
48,69229
48,38717
48,4316
48,31645
48,262370
48,44021.2
48,25418
48,126078
48,44278
48,745
48,70229
48,333650.59
48,165787
48,56282
48,113778.7
48,248903
48,169624.73
48,210314
48,113136.88
48,153346.87
48,113294.12
48,102225.3
48,28550.07
48,917858
48,104915.31
48,110761.31
48,29427
48,51204
48,176305.46
48,2901
48,38043
48,39308
48,19021
48,607
48,15143
48,92746
48,24139.44
48,83352.11
48,3913
48,84156.58
48,53541
48,150405.84
48,120478
48,3607
48,37003
48,31823
48,32161
48,2175
48,4786
48,388
48,26950
48,2305
48,12577
48,23008
48,18136
48,80237
48,105110
48,112159
48,44994.82
48,62480
48,109987
48,173818
50,306619.63
50,60266.5
50,112623
50,1118252
50,69577
50,154035.39
50,56587
50,12822
50,203888
50,244300
50,197471
50,190085
50,58262
50,775106
50,50676.26
50,124753
50,142438
50,134231
50,174755.99
50,15192
50,94890
50,595569.45
50,116429.38
50,11892
50,90621
50,93416
50,61910
50,161871
50,74927
50,28857
50,134672
50,78026
50,38256
50,371326.28
50,737751
50,80337
50,57755
50,22006.35
50,67946
50,159237.73
50,120970
50,7124.38
50,865002.44
50,190666.3
50,534758
50,838226
50,2524412
50,46066
50,422080
50,405861.69
50,348215.47
50,1389089
50,90329.55
50,120996
50,391226
50,181634.74
50,142265
50,334090
50,440307
50,8996.16
50,411320.37
50,176728.41
50,171837
50,359515
50,438988
50,697324
50,264359
50,170857
50,392529
50,196508
50,498379
50,213613.56
50,1334032
50,156527
50,260589.84
50,383965
50,228114.88
50,122573.72
50,647913.33
50,296137.63
50,28288
50,262444
50,182448
50,418007
50,23964
50,39458
50,140315
50,58926.02
50,30592.69
50,497469.35
50,171646.01
50,54670
50,36571
50,19402
50,722220
50,69464
50,553049
50,393487.7
50,81187
50,224150
50,331943.43
50,531787
50,110110
50,256480
50,234985
50,1539066
50,196530
50,56334
50,130590
50,96102
50,250797
50,426543
50,87351
50,4241.51
50,152457
50,99649
50,21728
50,126005.73
50,187627
50,55878
50,66687.89
50,82241
50,1639271
50,145730
50,454870
50,70367
50,321283
50,548032
50,484497
50,86000
50,696971
50,545301
50,517947
50,369564.48
50,137381.05
50,703123
50,531523
50,377367
50,75795
50,51148
50,133651
50,504883
50,234594.3
50,252994
50,1658299.83
50,239351
50,37453
50,840843
50,403265
50,116231
50,188520
50,339758
50,1168950
50,643678
50,576583
50,480393
50,363169
50,411118
50,387154
50,89792
50,448991.15
50,21989
50,271028
50,790929
50,627450
50,591329
50,60060
50,1315361
50,473379
50,65443
50,19198.24
50,207875.71
50,201296
50,30244
50,76343
50,271594.33
50,62565
50,2709760
50,709645
50,74367
50,846788
50,906084
50,3098431
50,280098
50,313404.01
50,38035
50,598351
50,265069
50,233969
50,234519.35
50,16551.73
50,66213
50,414981.26
50,37210.09
50,558543.83
50,119875.14
50,668398.61
50,710095.55
50,121264.31
50,2028600
50,221599
50,211229
50,1410676
50,159521
50,1426087
50,606843
50,44248
50,264833
50,261793
50,982344
50,323784
50,58130
50,61763
50,513947.13
50,299814
50,14747
50,119574.52
50,51623.01
50,913902.11
50,803487.5
50,118004.36
50,67494
50,54234
50,364431
50,487611
50,402605
50,75048
50,899456
50,658434
50,107157
50,448622
50,3097391
50,567477
50,96596
50,83131
50,118818
50,406958
50,251853
50,1126680
50,598389.73
50,29557
50,405226
50,644807
50,342397
50,538663.01
50,508222.98
50,44023.33
50,291286.79
50,584552
50,194072.73
50,179657.56
50,248692.93
50,718719.84
50,390722.4
50,80752.22
50,531832
50,211040
50,877992.69
50,968805.55
50,374826
50,223206.36
50,415489.56
50,480286.72
50,31137
50,212302
50,973548
50,951279
50,276619
50,125943
50,183903
50,130669
50,133979
50,146172
50,307152
50,169341
50,353437
50,700691
50,499041
50,286548
50,666662
50,80295
50,67784
50,74554
50,121428
50,92346
50,103256.58
50,217971.89
50,130446
50,335215
50,191586
50,4172959
50,684703
50,835864
50,119475
50,310767
50,180527
50,123039
50,313466
50,322815.85
50,885405.46
50,235994.29
50,212181.23
50,523410
50,111989
50,237146.7
50,189692.72
50,120397.39
50,3435
50,236290
50,187920.7
50,284713
50,126685
50,351432
50,74136.81
50,124264.66
50,395161
50,99606
50,417772
50,484817
50,153872
50,37539
50,136156
50,144738
50,57302
50,378190
50,107038
50,219338
50,205966
50,100015
50,174165
50,53945
50,595110
50,378854
50,50708
50,271585
50,433663
50,200183
50,5118
50,2406
50,22546
50,12845
50,11985
50,35555
50,304550
50,634846.14
50,16888
50,553779.71
50,76205.07
50,273443.73
50,204887
50,653852.17
50,466102
50,393503.75
50,742285
50,36083.23
50,16258
50,72434
50,81267.06
50,3496
50,143684
50,82994
50,192098.23
50,826875.43
50,124209.17
50,739622.11
50,211309.9
50,317754.9
50,40459
50,22766.1
50,73481
50,1001546.37
50,62966
50,140830
50,254801.16
50,2357940
50,204787
50,268153.33
50,7795
50,214932.3
50,98954
50,33005
50,300967
50,1544419
50,49950
50,216893
50,457323
50,836871
50,1174973
50,62665
50,721974
50,130986
50,137277
50,1527663
50,770023
50,851469
50,489149
50,145794
50,74043
50,77924
50,226388
50,35670
50,2068558
50,824670
50,237919
50,236530
50,50677
50,256469
50,743120
50,508729
50,678118
50,515829
50,950896
50,180186
50,131289
50,397293
50,17070.73
50,209547
50,917676
50,373400
50,117365
50,324258
50,2760
50,56991.54
50,945171.06
50,255931.57
50,689554.18
50,863010
50,162872
50,86658.91
50,81603.33
50,192210
50,143232
50,17460.61
50,247088
50,45632
50,104318
50,175822.21
50,538937
50,568470
50,426684
50,208003.24
50,856981
50,417307.26
50,25158
50,217941.99
50,796732.53
50,179022.96
50,26492.29
50,236888.23
50,1644384
50,166316.5
50,77196
50,272994.79
50,190744
50,74943.59
50,29587.92
50,297739
50,142841
50,338171
50,19441.84
50,142028.81
50,126598
50,576542
50,453049
50,27596
50,243209
50,31659
50,35140
50,474611
50,369695
50,890071
50,997142
50,821432
50,113296
50,877853
50,948213
50,809681
50,262792
50,212185.06
50,942318.73
50,5310
50,4316
50,6640
50,11024
50,310412
50,1693413
50,877794
50,490250
50,43281
50,271475
50,47683.98
50,38811
50,595229
50,762863
50,292754.42
50,1170195
50,383693
50,303081.35
50,457412
50,223611
50,306561.67
50,163833.12
50,206272
50,598809
50,781213.98
50,2406695
50,1191221.94
50,227536.22
50,9034
50,494782.86
50,471964.8
50,230083.36
50,344162.1
50,106532.02
50,1867600
50,294345.59
50,444416
50,162679.23
50,207466.2
50,768313
50,390702.25
50,796094
50,350306.1
50,255804
50,242223
50,81310.81
50,130368.99
50,64535
50,429367
50,147620
50,51767
50,132737
50,2466
50,203412
50,77877
50,71428
50,40558
50,117234
50,315532
50,305250
50,112287
50,366302
50,768123
50,143441
50,699588
50,164391
50,466087
50,399399
50,399118
50,26748
50,166506
50,41466
50,605978
50,860325
50,1239530
50,122236
50,608166
50,1127856
50,529432
50,69548
50,550868
50,109615.08
61,65236.07
61,21267.35
61,324455
61,127530
61,192567.3
61,24694
61,153711.89
61,699457
61,367401
61,128226.23
61,38430
61,20232.18
61,306350.65
61,63525.46
61,317953
61,208225
61,198034
61,142178.01
61,246087.87
61,431662.04
61,326441
61,82966
61,39594.18
61,20909.41
61,72819.41
61,611174.17
61,281724
61,88814.29
61,229839.16
61,115195.49
61,149413
61,890952
61,486845
61,205368
61,64827.31
61,96542
61,180167.13
61,300050
61,255240
61,278238
61,78628
61,44570
61,42756
61,107308
61,44893
61,420380.53
61,138144.42
61,159765.25
61,176836.15
61,31700.22
61,864361
61,184583.14
61,28724.24
61,28568.53
61,28430.82
61,230298.28
61,19765
61,204923
61,91072
61,101441.74
61,19570
61,9071
61,11508.07
61,72887
61,108293.78
61,62879
61,152842
61,4818889.96
61,141699
61,34709
61,68328.02
61,397593.34
61,240094.85
61,77966
61,287869
61,312383.37
61,311777
61,214478
61,30281
61,12429
61,10214.44
61,16101
61,74594
61,19516.77
61,191655.21
61,92974.39
61,386518
61,120550
61,76752
61,237896.65
61,110305.1
61,445020.57
61,83934
61,651765.82
61,99173.72
61,241912
61,338405
61,599057
61,541640
61,269909
61,48457
61,164387
61,72673.8
73,11396
73,176654
73,260504
73,1478611
73,538374
73,397008
73,19537
73,1315792.46
73,117775
73,109499
73,78385.47
73,335949.61
73,335090.5
73,208572.03
73,339483
73,620445
73,161538
73,205754
73,987022
73,441159
73,371697
73,505254
73,234811
73,325438
73,830284
73,498370
73,101240.64
73,853477
73,127801.5
73,168966
73,25591.58
73,102027
73,51169
73,405937
73,290327
73,173514
73,308576.76
73,137135
73,209592
73,44593
73,80116
73,546057
73,723531
73,130070.26
73,783959.37
73,115245
73,195238
73,1889.21
73,207109
73,79242
73,133325
73,268746
73,338994
73,206690
73,656736
73,277435.67
73,102011
73,2055308.39
73,154083.85
73,462046
73,102553.2
73,47439.96
73,78808.72
73,89851
74,1325695
74,1871662.23
74,53511.03
74,552245
74,166014.71
74,163172
74,10619
74,136120.23
74,94150
74,243583
74,578470
74,568368.9
74,126492
74,164378.4
74,423653
74,143342
74,1863833.68
74,360804.3
74,1153899
74,396246
74,320599.53
74,896815
74,105953
74,225207
74,28962.91
74,357731
74,325191
74,134022
74,93287
74,447642
74,808536
74,254506.64
74,279433.34
74,468874
74,358886
74,159077
74,248419
74,976385.79
74,655233
74,108569
74,194041
74,255229
74,253398.32
74,388259.53
74,63788
74,170639
74,254446
74,770373.73
74,17193
74,264205
74,657537
74,14405.75
74,113306
74,140488
74,276619
74,124133.11
74,248160
74,536243.74
74,278305
74,1085519
74,152024
74,239399.27
74,261114
74,791782
74,82044
74,294148.57
74,75981
74,127025.97
74,276080
74,2449456
74,469112
74,253770.61
74,174855
74,420840
74,1213548
74,386593
74,1608927.16
74,174698.78
74,190237.59
74,121317
74,503671
74,148212
74,6550.95
74,658033
74,158938
74,110721
74,774017
74,108831
74,115848.58
74,535337
74,1532514.15
74,482756
74,177659
74,398953.22
74,33781
74,564940
74,316874
74,705198.1
74,692530.49
74,888526.31
74,612907.1
74,253529.34
74,319050
74,488216
74,272219
74,635413
74,412573
74,227974
74,378798
74,632218.6
74,46366
74,524600.4
74,139128
74,668780
83,171113
83,329947.97
83,8908
83,139360
83,5463
83,57776.84
83,156337
83,66940.48
83,467057
83,37599.88
83,27121
83,126888.14
83,504739
83,125808
83,4255
83,302895.58
83,217362.39
83,283317
83,82900
83,19808
83,943678.85
83,25025
83,167076
83,797075.61
83,1029809.73
83,294558
83,584687.71
83,468354.75
83,35975.93
83,24747
83,66259.26
83,14822
83,243961
83,710149.39
83,269154
83,35521
83,825294.51
83,324535
83,344571
83,164426
83,27519
83,521648
83,1083380
83,431672
83,530410
83,170790.59
83,338510
83,97716
83,655305
83,279882
83,93906
83,208764.67
83,686008
83,51636.3
83,294751
83,145240.96
83,388259
83,240407
83,96628.62
83,1057349
83,132814
83,173550
83,364501.85
83,101289
83,327624
83,94695
83,155426.95
83,437811.62
83,150612.93
83,84227.93
83,570479
83,443236
83,28639.94
83,546995.08
83,343150
83,23744.54
83,369978
83,277395
83,43346
83,286709
83,716589
83,308621
83,614366.53
83,91957
83,1006842
83,923983
83,527947
83,96046
83,472691
83,343949.02
83,116789.19
83,8977
83,102023
83,655271
83,508914.96
83,76001
83,145965
83,685423.23
83,180885
83,28419.37
83,242112
83,495240
83,43786.81
83,677730.54
83,476280.82
83,492957
83,737858.35
83,49667.75
83,500678.96
83,145981
83,488985
83,234884
83,1791070
83,177586
83,197996
83,209231
83,31861.56
83,137270
83,169324.66
83,70136
83,45863.23
83,0
83,197612
83,833922.99
83,195014
83,104855
83,378038.3
83,10340
83,245440.12
83,495031
83,9596
83,144524
83,903378.26
83,200791
83,157714
83,208668
83,123585
83,122915
83,391636
83,117060
83,145380
83,77769
83,278799
83,997506
83,36768.16
83,320396
83,344197
83,652801.16
83,38316
83,548321
83,86863
83,25858
83,1880
83,19103.75
83,1234040
83,112996
83,330904
83,187739.37
83,509419.72
83,766
83,582637.14
83,43314
83,4869.19
83,500759
83,830361.9
83,50444
83,271029
83,72486
83,2206250
83,76843
83,147759
83,68467.59
83,1284893
83,369579
83,56481
83,95827
83,94314.42
83,182234
83,104603
83,121121.41
83,104085.79
83,219510
83,655828
83,237594.81
83,280184
83,502932
83,156233
83,24282
83,962716
83,391231
83,392273
83,164496
83,3214.42
83,4392
83,541065
83,726391
83,214920
83,406905
83,294536
83,662599
83,74445
83,362451.68
83,6172.21
83,497407
83,225031
83,522543
83,798555
83,31406
83,267850
83,148572
83,183784.92
83,214530.52
83,140820.42
83,218419.46
83,289184.71
83,309071.84
83,51641
83,185742
83,184545.54
83,447547
83,101538.47
83,232561
83,140801
83,957561
83,278513
83,75493.75
83,800326
83,178216.44
83,1129794.53
83,236828.68
83,87830
83,121801
83,186030
83,154897
83,134396
83,182062
83,9999
83,225356
83,111344
83,107459.71
83,46467.76
83,338048
83,780773
83,656830
83,547170
83,28121
83,103774
83,1374820
83,121892.94
83,90518.75
83,126824
83,97396
83,320705
83,22981
83,103668
83,45260.48
83,205573.83
83,186692
83,332477
83,100181.01
83,59482
83,171805
83,502201.81
83,707305
83,388958
83,21850
83,162758.9
83,92779
83,187960.14
83,491035
83,181718
83,294609.19
83,761208.84
83,83522
83,236259
83,49002.07
83,269152.21
83,36264.62
83,81095.92
83,836912
83,223110
83,79832
83,332779
83,518114.52
83,229285
83,939284
83,239133
83,442995.33
83,340122
83,254780
83,427280.05
83,457409
83,28062
83,53176.38
83,194160
83,438720
83,503474
83,321395.1
83,120121.11
83,547740
83,754
83,273731
83,151778.15
83,520586
83,283271
83,21799
83,401889
83,109628
83,21301
83,11609
83,152130
83,532143
83,131096
83,107219
83,176140
83,140503.07
83,61289
83,50248
83,1009995
83,232814
83,202148
83,523204
83,525395
83,14687
83,697414
83,100683
83,103104
83,36591.37
83,69051
83,259436
83,155077
83,293489
83,97787
83,428821.33
83,414280
83,250323
83,198127
83,213700
83,433876
83,154029
83,369803
83,159866
83,386737
83,287372.89
83,188672.63
83,81482.67
83,203384
83,49933.24
83,559470
83,88574
83,53141
83,273490
83,146460
83,98364.51
83,142037.19
83,249314
83,184207
83,204983
83,168633
83,323339.26
83,106415.63
83,17562
83,53515
83,29445
83,192492.55
83,112331
83,642889.21
83,80463.3
83,1405383
83,195089
83,343724
83,763044
83,47011
83,314028
83,194487
83,163609
83,431642
83,15845
83,202004
83,236914
83,212506
83,126310
83,9272
83,33750
83,470327
83,211615
83,249666
83,271778
83,519121
83,191760
83,110276
83,132440
83,63657
83,50431
83,223792
83,32309
83,22874.39
83,63998
83,214907
83,151852
83,449097
83,276147
83,27857.52
83,115966
83,408072
83,653265
83,207590
83,108448
83,124988
83,73403.37
83,163843
83,320312
83,223002
83,295497
83,82220
83,55771.61
83,529638
83,57674
83,62007.15
83,68250
83,3754
83,150923
83,162560
83,34692
83,211223.37
83,119528
83,70107.26
83,141915.04
83,5829
83,58899
83,59123
83,147426
83,205535
83,344150
83,65662.31
83,431954
83,47763
83,114919
83,22543
83,89342
83,23027
83,306605
83,71970
83,91858
83,99889
83,315639.27
83,39617
83,184047
83,182063
83,465404
83,61514
83,46279
83,343457
83,300038
83,61918.55
83,336254
83,601613
83,142059
83,669201
83,32277
83,305508
84,42884
84,19647
84,33771
84,37701.59
84,48524
84,112693
84,126640.69
84,354903.29
84,169190.19
84,21744
84,122670.62
84,36539.13
84,821510
84,133283.59
84,190599
84,26403
84,79895.8
84,269579.03
84,119541
84,37591.84
84,264946
84,115091
84,262877
84,194406.29
84,344837
84,292325
84,733829
84,317479
84,64614.91
84,26447.08
84,35715
84,83039
84,240859.14
84,228391
84,156614
84,14142.78
84,172352.87
84,401583
84,136352.46
84,258724.8
84,162549.63
84,303593.57
84,10147
84,466041
84,47021.59
84,933817.63
84,220142
84,477775
84,315594
84,335390.7
84,212374.91
84,208918
84,797380
84,598062
84,43847
84,36235
84,16990
84,757379
84,582028
84,347037.84
84,327953
84,149878
84,65478
84,103475
84,617621.37
84,184997.7
84,112981.57
84,137538
84,458105
84,1222.8
84,195901
84,151134
84,214011
84,361612
84,7054.04
84,26771
84,630269
84,65744.27
84,396571
84,251576.53
84,148539
84,46679
84,120340.72
84,347868.11
84,117560
84,383344.39
84,47413
84,73729
84,458447.67
84,638286
84,9302
84,302090
84,159042.07
84,160257.39
84,212206.98
84,144606.35
84,6126
84,530712
84,939966
84,67012
84,263500
84,1098148
84,1394477
84,617754.64
84,625058.85
84,54330.35
84,24741
84,531877
84,523689
84,294357
84,55685
84,1790805
84,258739
84,16394.07
84,215812.25
84,324564
84,180853
84,129819
84,561923
84,174713
84,114202
84,265450
84,1759017
84,408963.85
84,114213
84,106746.21
84,80625.22
84,43826
84,212723.43
84,218333
84,13625
84,284789.35
84,328978
84,827827.36
84,60449.2
84,767920.15
84,139201.5
84,46836.19
84,37458
84,69192.75
84,49152
84,183971
84,109150.93
84,263329.28
84,230891
84,666383.65
84,76902
84,195782
84,21675
84,164167
84,405388.34
84,1012467.72
